id,username,yearregistered,lastlogin,country,geekfriends,geekfriends_total,guilds,guild_total
2919018,FrostyTin,2021,2023-10-24,United States,[],0,[],0
3734334,Mark134,2023,2024-05-30,United Kingdom,[],0,[],0
2888015,Alves89,2021,2024-01-11,Portugal,[],0,[],0
335267,pcservbot,2010,2022-10-21,United States,"['bop517', 'Cate108', 'cosine', 'fathergeek', 'galderon', 'Jormi_Boced', 'LarryKruger', 'perplexingcj', 'Reinartz', 'Scytale']",10,"['193', '198', '674']",3
3831952,fmitchell238,2024,2024-03-19,United States,[],0,[],0
3037161,AntonioDesigner,2021,2021-10-03,Italy,[],0,[],0
3492389,MaykhiD,2023,2023-03-18,Brazil,[],0,[],0
61815,Tsenin,2005,2024-03-03,United States,[],0,[],0
2061237,STOpandthink,2019,2024-06-23,United States,[],0,[],0
3008329,philippeandmasha,2021,2023-01-31,United States,[],0,[],0
2927178,Blaicker,2021,2021-05-05,Russia,[],0,[],0
1662322,grog3514,2017,2024-06-30,United States,"['Chris Schreiber', 'DogVood', 'gpioski', 'KYGameMaster', 'TomVasel']",5,[],0
3494181,Mac0s,2023,2023-06-15,Austria,[],0,[],0
3440403,Adrien_Rives,2023,2024-03-14,France,[],0,[],0
3533267,FishhFinns,2023,2023-05-16,Australia,[],0,[],0
2702706,YannikPro,2020,2023-06-17,Germany,[],0,[],0
3876290,bardock94,2024,2024-05-06,United States,[],0,[],0
2976292,Leniakea,2021,2021-07-12,Russia,[],0,[],0
2993745,Kellermosem,2021,2021-11-18,Brazil,[],0,[],0
3451954,Tabodi,2023,2023-07-14,Finland,"['Blue_rose', 'Plush']",2,[],0
1039070,Yender,2015,2024-06-28,Romania,[],0,['1042'],1
2792629,yummTwinkies,2020,2024-06-07,United States,['daddylampshade'],1,[],0
2159506,OstrichSigma,2019,2024-06-27,France,[],0,"['94', '742', '1303', '2840']",4
1265195,Foulquesleruiste,2016,2021-08-10,France,[],0,[],0
203116,Brian C,2008,2024-05-14,Canada,"['Ivappanther', 'licinius', 'Nathnkilgore', 'Nevin', 'SaskGames', 'UndeadViking', 'Wilhammer']",7,"['130', '1222']",2
158613,Dnasearchr,2007,2024-05-25,United States,[],0,[],0
1516730,okinakaj,2017,2024-06-27,United States,[],0,[],0
3824288,Lynnlynn23,2024,2024-03-10,United States,[],0,[],0
3809848,Guelor90,2024,2024-02-26,Italy,[],0,[],0
298117,CumpaVero,2009,2023-07-30,Italy,[],0,[],0
266654,mortenesser,2009,2024-06-12,Denmark,[],0,[],0
1500063,guarrera,2017,2024-03-13,Italy,[],0,[],0
1069697,thenikopico,2015,2024-06-30,Canada,"['Al Newman', 'amabel', 'ambierona', 'BohnanZar', 'Chaiftan', 'Cole Wehrle', 'Eric Brosius', 'Feonix', 'greglios', 'hiimjosh', 'jmdsplotter', 'JoshuaStarr', 'Kentharious', 'leisenstein', 'leroy43', 'Morganza', 'NateStraight', 'Olafslomp', 'prd1982', 'Quinns', 'Ranior', 'revgiblet', 'russ', 'TaliaIsabelle', 'The Innocent', 'thediceyreview', 'W Eric Martin']",27,"['1290', '3277', '3948']",3
2354677,Torchusupernova80,2019,2021-01-06,Spain,[],0,[],0
1743092,Mrpants127,2017,2021-01-05,Canada,[],0,[],0
1519589,Nateheater,2017,2024-06-27,United States,[],0,[],0
3327882,ArmoredBuddy,2022,2023-02-01,Kazakhstan,[],0,[],0
3493075,Mrpaulw,2023,2023-03-12,Canada,[],0,[],0
3900839,luisdugarteb,2024,2024-06-01,Argentina,[],0,[],0
2548941,Naz63k,2020,2023-11-10,Switzerland,[],0,[],0
3858647,CaptainMo,2024,2024-05-16,France,[],0,[],0
45498,GameCrossing,2005,2024-06-29,United States,[],0,['3770'],1
743489,Ellanorsh,2013,2024-02-12,Russia,[],0,[],0
694251,dickterlouw,2013,2023-11-25,Netherlands,['Dyluk'],1,[],0
3419617,B_Andi89,2023,2024-06-30,Hungary,[],0,[],0
3544794,Swiftyswift,2023,2023-05-12,United Kingdom,[],0,[],0
971421,dunderwood07,2014,2023-11-23,United States,[],0,['1290'],1
3022394,Vasco_Simoes,2021,2024-06-29,Portugal,[],0,[],0
3011485,Moose3245,2021,2024-04-25,United Kingdom,[],0,[],0
3089522,cbanner,2021,2023-04-23,United States,[],0,[],0
3104094,SandyK3,2021,2021-12-23,United States,[],0,[],0
1385865,mlud,2016,2021-03-30,Brazil,[],0,[],0
2917431,Yannick9898,2021,2021-06-21,Germany,[],0,['1934'],1
2830481,ADJ1999,2021,2021-01-24,United States,[],0,[],0
2867943,ChristineandHarry,2021,2021-04-03,United States,[],0,[],0
3440232,Graziano7,2023,2023-01-17,Italy,[],0,[],0
3768325,Tragically_Knit,2024,2024-02-14,Canada,[],0,[],0
2646032,IljaWie,2020,2024-01-29,Netherlands,[],0,[],0
1861120,amandaofdoom,2018,2024-05-20,United States,"['Benedictum', 'xBenedictx']",2,[],0
286624,freediver,2009,2021-06-28,Serbia,[],0,[],0
1125262,Simple_clockwork,2015,2024-06-29,United States,[],0,"['24', '392', '678', '720', '909', '1100', '1145', '1191', '1303', '1999', '2926']",11
2977223,DrSlappybags,2021,2023-10-24,United States,[],0,[],0
3340702,JackAhlberg,2022,2023-05-29,Sweden,['Stoffe'],1,[],0
1231709,namesallgone,2016,2024-06-29,Canada,[],0,[],0
3907218,the_rival_mob,2024,2024-06-08,Poland,[],0,[],0
1184831,Jampy,2015,2024-06-25,Spain,[],0,[],0
1823489,Andre4k4Beppe,2018,2023-03-08,Italy,[],0,[],0
2312379,Haiyoooo,2019,2023-12-01,Singapore,[],0,[],0
1334501,UncleBrains,2016,2021-03-01,Mexico,[],0,[],0
37635,mahelkrow,2004,2024-06-28,United States,[],0,[],0
3191039,Suss1,2022,2023-11-08,Spain,[],0,[],0
1323311,zydro,2016,2024-05-14,United States,[],0,['1303'],1
3622269,Hejdjen,2023,2023-08-15,United States,[],0,[],0
1831612,rolfgerhard,2018,2024-06-30,Germany,[],0,[],0
262864,cichlidhead,2009,2024-06-30,United States,"['Ajax', 'Aquiel', 'asprineye', 'Chairman MIAO', 'chally', 'copwizard', 'DaMilli', 'dbias84', 'Devon Harmon', 'doubtofbuddha', 'edelen', 'EndersGame', 'erik2point0', 'EyeInSky', 'faidutti_ludotheque', 'fehrmeister', 'fellonmyhead', 'gameguru', 'Germarish', 'grant5', 'grayskale', 'gschloesser', 'houjix', 'Invictus5000', 'JaggedTech', 'jvkocian', 'karapet', 'laiernie', 'lsbass', 'mcross', 'musicedteacher', 'niczone', 'oddthought', 'out4blood', 'PatK', 'ping9x', 'polycrafty', 'Qhorin', 'quirogal', 'rahdo', 'Rianwyn', 'Rishi', 'Roni', 'Scarlet Witch', 'shannona', 'shaveandahaircut', 'Shpongle', 'sirgalin', 'sisteray', 'snicholson', 'Sphere', 'statonv', 'TaliaIsabelle', 'thoia', 'TomVasel', 'trenttsd', 'Vaughn', 'voigtkampff', 'W Eric Martin', 'ZeeGarcia', 'zefquaavius']",61,"['909', '1032', '2444']",3
3430762,XiMiToU,2023,2023-01-08,Spain,[],0,[],0
23061,peteish,2004,2024-05-10,United Kingdom,[],0,[],0
1358688,GodzillasTodespranke,2016,2024-06-30,Germany,[],0,['909'],1
3708902,Sasorien,2023,2023-11-25,Germany,[],0,[],0
1647596,valeriapag96,2017,2024-05-01,Italy,[],0,[],0
3171063,LaurenM19,2022,2023-07-18,United States,[],0,[],0
3466960,SaskiaWalter,2023,2023-02-12,Germany,[],0,[],0
1264268,Boontata,2016,2024-06-28,United States,"['bpkbpk', 'BriGuy5', 'das_ninja', 'halogen64', 'JPMazzie', 'paperemail']",6,"['3443', '3710']",2
2784125,Adrumar,2020,2024-05-17,France,[],0,[],0
2803293,Alvirs,2021,2024-05-06,Ireland,[],0,[],0
2905483,BallzyFonky,2021,2021-07-23,France,[],0,[],0
495900,the_spiral,2012,2023-10-06,United Kingdom,['chococat'],1,['1191'],1
954584,vdwoord,2014,2024-06-30,Netherlands,"['Kuze84', 'vrieskist']",2,"['24', '1622', '2246']",3
3730301,Camsagace,2023,2023-12-30,France,[],0,[],0
3154234,hexadevil,2022,2024-06-10,United States,[],0,[],0
2103456,nyck78,2019,2023-04-12,United States,[],0,[],0
2939501,Jonathan119,2021,2024-03-10,New Zealand,[],0,[],0
3625890,kissmytoez,2023,2023-08-19,United States,[],0,[],0
2781673,Blackwoodin,2020,2024-06-28,Russia,[],0,[],0
1440693,rfierback,2016,2023-12-30,Canada,[],0,[],0
2798965,leandrodavel00,2021,2021-02-01,Argentina,[],0,[],0
1673836,tsabal,2017,2021-12-15,United States,[],0,[],0
738842,krakehz,2013,2024-06-27,Belgium,"['Altaica27', 'Edenian', 'StanTem']",3,[],0
1387200,ohlaf,2016,2024-06-29,United States,"['Col_Burnsides', 'hunt3188', 'mbmurawski', 'mdiveron']",4,[],0
1992425,Fuco78,2018,2024-06-30,Italy,[],0,[],0
3620107,Haeuser,2023,2023-09-04,Singapore,[],0,[],0
700452,leomax63,2013,2023-05-22,France,[],0,[],0
546178,SugarPillStudios,2012,2024-01-09,United States,[],0,"['24', '1011', '1242', '1370', '1622', '1655', '2198']",7
2983706,Sjoerdio,2021,2021-07-22,Netherlands,[],0,[],0
2523218,alexetrop,2020,2024-06-26,United States,[],0,[],0
3280593,Chwalimir,2022,2024-04-11,Poland,[],0,[],0
1770541,geminimoon,2018,2021-03-15,Canada,[],0,[],0
517765,JSM3050,2012,2021-06-24,United States,[],0,[],0
2248130,Fretek,2019,2023-03-03,Poland,[],0,[],0
3408806,bogobogo,2022,2024-01-25,South Korea,[],0,[],0
3340660,mihnea44,2022,2024-06-29,Brazil,"['adrim', 'flernebunu', 'withoutPC']",3,[],0
1043,Hiroshi Ishikawa,2001,2024-02-14,United States,"['BilboAtBagEnd', 'dafair', 'Fawkes', 'GeoMan', 'gschloesser', 'Octavian', 'sisteray', 'TomVasel']",8,[],0
1746607,goddo863,2018,2024-06-25,United Kingdom,[],0,[],0
114019,bfletcher,2006,2024-06-30,United States,[],0,[],0
1173335,ebleney,2015,2024-06-20,Canada,[],0,[],0
2942885,rociosumo,2021,2024-06-17,Spain,[],0,[],0
3484450,Namoorv,2023,2023-03-03,Canada,[],0,[],0
3795164,Amihos,2024,2024-02-14,Ireland,[],0,[],0
75640,MiWi,2005,2024-06-30,Germany,['R3ichi'],1,"['24', '1622', '1731', '1972', '2122']",5
3206490,UncleBananasPapa,2022,2024-01-02,Germany,[],0,[],0
2958098,Lopkop,2021,2021-06-17,Russia,[],0,[],0
2545757,Tastentante,2020,2024-01-11,Germany,[],0,[],0
3034993,tonnura,2021,2021-09-30,Japan,[],0,[],0
653258,rxconnelly,2013,2024-01-27,United States,[],0,[],0
3039390,D1Lobo,2021,2021-10-26,Brazil,[],0,[],0
3623987,ArbitraryAbsurdities,2023,2024-06-23,United States,[],0,[],0
2946625,MadmanMurtz,2021,2021-05-31,United States,[],0,[],0
2859155,lixo,2021,2024-02-15,Colombia,[],0,[],0
3761475,Chrispy413,2024,2024-01-14,United States,[],0,[],0
2808235,trungoman,2021,2024-06-30,United States,[],0,[],0
275048,Filmfreund,2009,2024-06-30,Germany,"['nomak', 'sigi', 'SilentBob85', 'Trillion123', 'Vincent_V']",5,[],0
3694278,danielapock,2023,2023-11-27,Austria,[],0,[],0
903325,GeneHeist,2014,2024-05-29,United States,"['larsk7', 'Silenceinwinter']",2,"['1303', '2122', '2679', '2926']",4
3629274,Hinchaweas,2023,2023-09-11,Chile,[],0,[],0
3893414,Linkmon907,2024,2024-05-24,Australia,[],0,[],0
411621,Sulinde,2011,2024-06-28,United States,[],0,"['24', '1191']",2
23396,scottnjulie,2004,2024-06-30,United States,[],0,[],0
908011,RolfCT,2014,2024-06-28,United Kingdom,[],0,"['24', '1589', '1692']",3
3012865,kseniag,2021,2024-06-01,Hong Kong,[],0,[],0
3578894,bobRoss512,2023,2023-06-25,Canada,[],0,[],0
3506345,S4ND1X,2023,2024-06-29,Mexico,[],0,[],0
3590300,madshopper777,2023,2023-07-09,United States,[],0,[],0
2555170,kangaroooman,2020,2023-11-19,Australia,[],0,[],0
2088969,ZoferiSkia,2019,2023-12-29,Greece,[],0,['119'],1
2958789,Aigam,2021,2021-06-30,Spain,[],0,[],0
529092,jaycel1,2012,2024-06-30,United States,"['michaeljschnabel', 'thestoryguy']",2,[],0
3540583,dilay123,2023,2023-05-06,Turkey,[],0,[],0
2853097,Deyira4185,2021,2021-02-13,Turkey,[],0,[],0
3852887,matgill70,2024,2024-04-10,United Kingdom,[],0,[],0
2786429,Stranger_Knocking,2020,2021-02-09,Netherlands,[],0,[],0
283994,vendolis,2009,2024-06-19,United States,[],0,[],0
284586,Gallandr,2009,2024-04-28,Belgium,[],0,['584'],1
3709952,hejhog7,2023,2024-06-30,United States,[],0,[],0
3074385,Valerio7,2021,2021-11-20,Italy,[],0,[],0
301411,PaulvanHoof,2009,2024-06-30,Netherlands,"['Bellegar', 'Moenja', 'Raym0nd', 'RollTheDice', 'stefrtd']",5,['1328'],1
459289,Sippik,2012,2023-03-08,France,[],0,[],0
2857509,Mattsturg,2021,2021-02-17,New Zealand,[],0,[],0
3124017,Eziukai,2022,2023-02-08,United Kingdom,[],0,[],0
2055764,theKristine,2019,2024-06-30,United States,['SilvaShado'],1,"['1449', '1622', '2582']",3
2639804,Frezr0vshik,2020,2021-04-17,Russia,[],0,[],0
862223,Grimwolf56,2014,2024-06-30,United Kingdom,[],0,[],0
3591607,Markp840,2023,2023-07-12,United Kingdom,[],0,[],0
686915,JonGane25,2013,2023-07-31,New Zealand,[],0,[],0
3623216,Elodia86,2023,2024-05-14,Spain,[],0,[],0
1692265,timosenko1,2017,2024-06-30,Slovenia,['ninomili05'],1,[],0
16244,KDLadage,2003,2024-06-30,United States,"['alladjex', 'arbsox', 'Bubslug', 'commadelimited', 'CuTop', 'DiAtros', 'ejclason', 'Eric Engelmann', 'frousseau', 'Kmortis', 'LeAnneLev10', 'Shampoo4you', 'WallyNate', 'wifwendell']",14,[],0
3043901,Laetisdead,2021,2021-11-16,France,[],0,[],0
959556,brog5108,2014,2024-06-30,United States,['ande9249'],1,[],0
1977246,Grog2000,2018,2024-06-22,United States,[],0,[],0
287648,kasmiur,2009,2024-01-07,United States,[],0,[],0
652724,Lord_Shadowcat,2013,2024-06-12,United States,[],0,[],0
2979299,TheBubblemag,2021,2021-07-16,France,[],0,[],0
3059321,Lutz234,2021,2021-11-01,South Africa,[],0,[],0
2884754,Boxlady,2021,2021-03-17,Netherlands,[],0,[],0
3791971,Ben_W,2024,2024-02-08,United Kingdom,[],0,[],0
2584966,ClubNordica,2020,2023-02-22,United States,[],0,[],0
3744663,KarelDenolf,2023,2024-01-03,Belgium,[],0,[],0
1973016,psanib,2018,2024-06-30,Italy,"['AndyJump', 'Khoril']",2,[],0
2798029,Scottnkat,2020,2021-02-01,United States,[],0,[],0
3147961,mohan_gamer,2022,2023-07-12,Japan,[],0,[],0
1385663,zaplot,2016,2023-02-26,Thailand,[],0,[],0
3656383,Amago39,2023,2024-06-27,United States,[],0,[],0
3430431,NahuelUTN,2023,2024-05-30,Argentina,[],0,[],0
1436929,mrdevon,2016,2023-05-14,United States,"['Bedwinnjamin', 'damongol', 'gamesgocrazy', 'nattyboyme3', 'R1antilles', 'raberjr']",6,['2764'],1
3131271,WendyVDC,2022,2024-06-29,Belgium,[],0,[],0
148440,grzes19,2007,2024-05-07,Poland,"['Amaroczek', 'bogg', 'faqus', 'ImmoPL', 'KGPRopczyce', 'Vito_Corleone', 'WRSZS']",7,['726'],1
237836,Jion,2009,2024-06-30,Singapore,"['cwhitpan', 'Double B', 'duckizz', 'eviltofu', 'gwen', 'kimseah', 'rajeevbat', 'shadow_bind', 'sine_square_x', 'Sorp222', 'xia0dingdang']",11,"['1513', '1731']",2
3689939,MattCotton,2023,2023-11-03,United Kingdom,[],0,[],0
2490047,tserena1990,2020,2021-08-15,United States,[],0,[],0
4699,mevans,2002,2024-06-29,Canada,"['Capt. Bringdown', 'fenners', 'mlerette', 'robartin']",4,[],0
3484925,Noxcloudking,2023,2023-03-03,United States,[],0,[],0
516428,gringohairpiece,2012,2024-06-20,United Kingdom,"['branstonoriginal', 'Buckersuk', 'e.e.goings', 'Estebano73', 'Huddyrx', 'ivankent', 'LupoLoopy', 'MLBath', 'odd_void', 'Rhys1986', 'Sidnv', 'TheRocketSurgeon', 'Tigrillo', 'TilePlacement', 'tonyfryer', 'Yrael']",16,"['1173', '2888', '3114', '3342']",4
1907536,zannandrezz,2018,2024-06-04,Thailand,[],0,[],0
1397526,TwistedByDesign82,2016,2024-06-30,Belgium,"['andy', 'arehberg', 'benny1980no', 'Boere', 'crowdfinder', 'Darkredwyrmling', 'DD Gamer', 'dredi', 'embers', 'Gomoriki', 'Jasuin', 'Jeronimon', 'Jerry Homes', 'kadus', 'Kim Thevelein', 'Kingkill33', 'Kripe', 'Krisser', 'mekinus', 'MrSmiley', 'Myth1c', 'oenieboen', 'Paupau', 'Piratepza', 'rahdo', 'RamJ', 'Saigetsu', 'Synnelus', 'The Innocent', 'The Wasp', 'travisto88', 'trivium', 'Tyrael_', 'Vstene', 'XLawrenciaX']",35,['2635'],1
3501222,Sipony,2023,2023-03-22,France,[],0,[],0
3294645,amadison17,2022,2024-04-21,United States,[],0,[],0
3500660,Gmac1,2023,2023-03-21,Canada,[],0,[],0
2550195,Ravensburg24,2020,2024-06-08,United States,[],0,[],0
446283,Prousseau,2011,2024-06-30,Italy,"['1bez', 'alkgames', 'andrea56', 'biso', 'decnet76', 'emanueles', 'Exilas', 'Famfrit il Nembo', 'GiulyS04', 'greenleaf', 'gufotriste', 'iugal', 'KRAKEN3', 'Steva90', 'TdG_Treviso']",15,['3948'],1
515306,MyckKabongo,2012,2023-08-08,United States,[],0,['1387'],1
3434455,SantinoCamm,2023,2023-01-12,Italy,[],0,[],0
3730132,Custombreak,2023,2024-06-26,France,[],0,[],0
2821598,eloicalvet,2021,2023-08-24,Spain,[],0,[],0
1819732,LeonCLDK,2018,2024-03-21,Denmark,[],0,"['477', '2198']",2
1174290,mcessig,2015,2024-06-29,United States,[],0,[],0
3026339,Alexey_S,2021,2021-09-20,Russia,[],0,[],0
3046108,davisamma,2021,2021-10-18,Italy,[],0,[],0
3583775,Naughtynice9,2023,2023-07-02,South Africa,[],0,[],0
16141,japridemor,2003,2024-06-30,United States,['szurkey'],1,[],0
1398026,Shinnizle,2016,2023-06-30,Canada,[],0,[],0
3545295,burnedonice,2023,2024-06-28,United States,[],0,[],0
1175593,tawanone,2015,2023-06-01,Thailand,[],0,[],0
3103487,HulkSmashClunge,2021,2021-12-22,United Kingdom,[],0,[],0
583707,viniciusal,2012,2024-05-17,Brazil,[],0,['2858'],1
2896894,GliderGirl44,2021,2021-03-30,United States,[],0,[],0
3628762,migueltg120,2023,2023-11-04,Spain,[],0,[],0
2579883,AlexeyM,2020,2024-06-26,Russia,[],0,[],0
2066496,Jackjerry,2019,2024-06-28,Sweden,"['Kegath', 'terrathe']",2,[],0
1883552,ppollock,2018,2024-06-20,Canada,"['NateStraight', 'skutsch']",2,"['808', '1191', '1259', '2122', '2708', '3277', '3366', '3441', '3761', '3770', '3948', '4326']",12
3570349,JollyBean1981,2023,2023-06-15,New Zealand,[],0,[],0
1032134,Pezmc,2015,2024-06-29,United Kingdom,"['bluekingzog', 'Dlthorpe', 'jonesgareth', 'KiwiMIa', 'marktb1961', 'NormandyWept', 'Omertron', 'orcflesh', 'PaulinTheLion', 'simon craddock']",10,"['901', '1290', '1994']",3
3556496,Shristiiixo,2023,2023-06-01,India,[],0,[],0
2575926,Woolie,2020,2023-05-12,Austria,[],0,[],0
2344427,shouya,2019,2024-06-28,Germany,[],0,[],0
3420873,Ashiebirdie,2023,2023-02-13,United States,[],0,[],0
3827097,Evans4,2024,2024-05-01,United States,"['Davemc90', 'Jdferg']",2,[],0
3712375,PyroMomo,2023,2023-11-27,Japan,[],0,[],0
3745892,ginjynx,2023,2024-06-20,Canada,[],0,[],0
3559397,FlanHM,2023,2023-05-30,United States,[],0,[],0
395411,Madsherman,2011,2024-04-04,Denmark,['loeffe'],1,[],0
1392442,thinkbecca,2016,2024-04-01,United Kingdom,['sotonguy'],1,[],0
3001297,nhi30,2021,2021-08-15,Vietnam,[],0,[],0
3898896,WitchesLocal161,2024,2024-06-09,United States,[],0,[],0
3899993,Guenza1,2024,2024-06-03,Italy,[],0,[],0
2902608,CIngram,2021,2021-04-05,United States,[],0,[],0
2891951,JunyongPark,2021,2021-03-25,South Korea,[],0,[],0
3497400,John911,2023,2023-04-30,United States,[],0,[],0
3247552,Mrxxwubwubzxx,2022,2023-10-21,United States,[],0,[],0
2894859,Longhorndutch,2021,2021-04-07,Netherlands,[],0,[],0
3526649,Xuthane,2023,2023-04-23,United States,[],0,[],0
2256025,davidsylvian,2019,2024-06-29,Italy,['Giulo666'],1,[],0
2238919,juanma40,2019,2023-08-02,Spain,[],0,[],0
3698195,jibe69,2023,2024-01-06,France,[],0,[],0
2972935,Treckko,2021,2024-03-11,United States,[],0,[],0
2874148,Alex2011,2021,2021-03-06,Australia,[],0,[],0
3715254,bluesuit,2023,2024-01-09,United States,[],0,[],0
843213,ohjosh,2014,2023-11-02,United States,[],0,"['24', '109', '1338', '2014', '3125']",5
3494511,KevinRice25,2023,2023-03-14,United States,[],0,[],0
2632331,Hittman,2020,2024-05-20,United States,['Hittwoman'],1,[],0
2177156,quaddrummer,2019,2024-06-30,United States,[],0,[],0
3704876,Firegirl289,2023,2024-06-22,Australia,[],0,[],0
3517685,Leizarmanjayce,2023,2023-06-18,South Africa,[],0,[],0
8703,bacco,2003,2024-06-29,France,"['alfons', 'cybernex', 'Denise', 'Francesco Nepitello', 'harro', 'Karlsen', 'Luke the Flaming', 'nono1313', 'rorschah', 'stayman']",10,[],0
3611986,Grizzbie,2023,2024-06-30,United States,[],0,[],0
3656133,Xkin87x,2023,2023-12-22,United States,[],0,[],0
2717135,Stofkn,2020,2024-01-03,Belgium,[],0,[],0
3451478,Tommy72,2023,2023-01-27,United States,[],0,[],0
2831092,Hugolovesboardgames,2021,2024-04-26,Denmark,['orangerful'],1,[],0
3636777,rickhunter312,2023,2023-09-02,Japan,[],0,[],0
3648504,WaMDad,2023,2023-09-23,United States,[],0,[],0
3296001,masonmarchant,2022,2024-06-17,United States,[],0,[],0
437445,grog225,2011,2023-10-31,United States,[],0,[],0
3497956,Miwauk,2023,2023-03-18,France,[],0,[],0
1759218,cassiesn1,2018,2021-12-01,United States,[],0,[],0
2515476,Claymore27,2020,2024-02-09,France,[],0,[],0
3825680,Bro977,2024,2024-06-12,United States,[],0,['2122'],1
3832803,mohio,2024,2024-04-29,Japan,[],0,[],0
3716078,JamesBradfordMusic,2023,2024-01-02,United States,[],0,[],0
742914,nemspy,2013,2024-06-30,Australia,"['Ciz Mc', 'Cogs42', 'jameystegmaier', 'PointyD', 'Sir Snagger', 'sorcha', 'Yande72']",7,"['1191', '1622']",2
3805314,xhoboo,2024,2024-06-06,Indonesia,[],0,[],0
1725644,frezik24,2017,2021-03-21,Poland,[],0,[],0
3535634,BGA_Lipe,2023,2023-05-04,Bahamas,[],0,[],0
3436993,MangosteenCat,2023,2023-02-07,United States,[],0,[],0
2828572,Balrogger,2021,2023-02-07,United States,[],0,[],0
3029350,Armilar,2021,2021-10-11,Spain,['Yatiraj'],1,[],0
1973470,litzown,2018,2024-06-26,Australia,"['Agyar', 'Alabaster Crippens', 'amabel', 'amaperera', 'ambierona', 'Andy Mesa', 'branstonoriginal', 'calandale', 'Cannister', 'captaintobs', 'cdunc123', 'clearclaw', 'Cole Wehrle', 'eapeas', 'eekamouse', 'Eric Brosius', 'Galatolol', 'Gyges', 'HappyHexagon', 'Hataa', 'jmdsplotter', 'Kinosness', 'lamaros', 'LHCper', 'LupoLoopy', 'marcuslind1', 'Marflow', 'mexo', 'NoPunIncluded', 'Quinns', 'qwertymartin', 'rahdo', 'scottredracecar', 'seepieceeggshell', 'Snow27', 'The Innocent', 'thelochok', 'Tom Lehmann', 'TomVasel', 'tonyboydell', 'tonyfryer', 'TumbleSteak', 'Ursus Corvus Lapis', 'Zabur']",44,"['1290', '3236', '3342', '3441']",4
3849719,RachelKatrin,2024,2024-05-04,United Kingdom,[],0,[],0
1954578,dead_eye_dodo,2018,2024-04-02,Germany,[],0,[],0
2588281,OffTheCuff44,2020,2024-06-26,Australia,[],0,[],0
818517,3AMEureka,2014,2024-06-24,United States,[],0,[],0
1380371,Stofslunse,2016,2024-06-29,Belgium,[],0,[],0
218327,Mizzade,2008,2024-06-30,Germany,[],0,[],0
3922864,Karumiko,2024,2024-06-25,United States,[],0,[],0
195804,antjohnst,2008,2023-08-17,Australia,[],0,[],0
2634171,BrotHai,2020,2021-12-31,Germany,[],0,[],0
839510,Zuckuss23,2014,2024-06-30,United States,[],0,['2014'],1
3062268,DDRVK6,2021,2021-11-09,Germany,[],0,[],0
3423911,Dragefar,2023,2023-01-23,Denmark,[],0,[],0
677376,xago,2013,2023-12-16,Australia,[],0,[],0
2962739,gerdoogames,2021,2021-09-16,United States,[],0,[],0
2303012,Warel,2019,2024-06-30,Brazil,[],0,[],0
2890212,Dustybob,2021,2024-06-07,United States,[],0,[],0
256451,dgdylan345,2009,2024-05-01,United States,"['AndrewE', 'chadw09', 'Eric Brosius', 'igotdvds', 'Kubigaruma', 'matrixrenegade', 'montu', 'rri1', 'Sceadeau']",9,['2173'],1
2745706,Leon89,2020,2024-06-05,Denmark,[],0,[],0
1722225,Barbibaba,2017,2023-04-08,United Arab Emirates,[],0,[],0
564450,SimonSes,2012,2024-06-30,Australia,['Aimguar'],1,[],0
3600926,Bobrobinson986,2023,2023-08-07,Canada,[],0,[],0
3884101,kroked,2024,2024-06-24,United States,[],0,[],0
1112171,Galahad777,2015,2023-06-20,United States,[],0,[],0
3109621,Witcher666,2021,2021-12-28,United States,[],0,[],0
1949598,LaGilda,2018,2024-02-07,Italy,['Frangio'],1,['3378'],1
678679,johnmikepauljr,2013,2024-06-28,United States,[],0,"['24', '1303', '1589']",3
1010757,Erchivist,2015,2021-08-02,Turkey,[],0,['1298'],1
2359286,Bryceman,2019,2024-06-26,France,[],0,[],0
1421919,Dash4811,2016,2024-06-10,Germany,[],0,[],0
258956,awpile,2009,2024-03-09,United States,"['DancerInDC', 'drewcula', 'EatWithMe75']",3,"['1191', '1622', '2122']",3
2931595,KarlosRus,2021,2021-10-19,Russia,[],0,[],0
3036100,dmoncla,2021,2023-12-22,United States,[],0,[],0
2492055,Marsjoberg,2020,2021-01-13,Romania,[],0,[],0
747064,jupiterrising1,2013,2023-07-23,United States,[],0,[],0
2712794,MrTuring,2020,2024-04-15,Spain,[],0,[],0
2363693,dnarovert,2019,2024-03-31,United States,[],0,[],0
3869626,BryceCheung,2024,2024-04-28,Hong Kong,[],0,[],0
2822718,janetlunt7,2021,2021-01-21,United States,[],0,[],0
3304106,Crixus_,2022,2024-06-28,United States,['rayzor6'],1,['3250'],1
2813483,hungrykitten,2021,2024-04-02,Finland,[],0,[],0
1671768,Sky851,2017,2024-06-30,Spain,"['Enosh013', 'HItek13', 'Kamicazo']",3,['1303'],1
2710154,ihatme6,2020,2024-03-31,United States,[],0,[],0
2844332,basty12,2021,2021-02-05,France,[],0,[],0
3710918,pietrofz,2023,2023-11-25,Peru,[],0,[],0
3510438,Inukedogs,2023,2023-09-13,United States,[],0,[],0
3507340,manes09,2023,2023-03-29,Czech Republic,[],0,[],0
2615085,SovereignHartGames,2020,2023-02-23,United Kingdom,[],0,[],0
3553409,ReacK,2023,2023-08-08,Turkey,[],0,[],0
2855906,Kiplesund,2021,2021-02-22,Norway,[],0,[],0
